id_frase,archivo,intencion,texto,hablante,duracion_s
f0229,f0229.wav,RECIPE_MULTIMEDIA,Quiero ver una imagen del caldo para comparar el color,manuel,3.3
f0230,f0230.wav,RECIPE_MULTIMEDIA,¿Me enseñas cómo se ve el refrito cuando ya está doradito?,manuel,3.24
f0231,f0231.wav,RECIPE_MULTIMEDIA,¿Tienes video de cómo se amasa la tortilla de maíz paso a paso?,manuel,3.72
f0232,f0232.wav,RECIPE_MULTIMEDIA,¿Qué puedo hacer de almuerzo con pollo cebolla y tomate nada más?,manuel,4.2
f0233,f0233.wav,RECIPE_MULTIMEDIA,Necesito algo fácil de cocinar que no me tome mucho tiempo,manuel,3.06
f0234,f0234.wav,RECIPE_MULTIMEDIA,¿Qué receta me recomiendas para alguien que no cocina mucho?,manuel,2.82
f0235,f0235.wav,RECIPE_MULTIMEDIA,Tengo papas zanahorias y un poco de carne ¿qué hago?,manuel,3.48
f0236,f0236.wav,RECIPE_MULTIMEDIA,Quiero hacer algo dulce pero sencillo que no lleve muchos ingredientes,manuel,3.72
f0237,f0237.wav,RECIPE_MULTIMEDIA,¿Qué se puede preparar rico con lo que hay en una despensa normal?,manuel,3.96
f0238,f0238.wav,RECIPE_MULTIMEDIA,Dame una receta de sopa calientita para este frío de hoy,manuel,4.02
f0239,f0239.wav,RECIPE_MULTIMEDIA,Quiero sorprender a mi hija con algo rico ¿qué me recomiendas hacer?,manuel,3.48
f0240,f0240.wav,RECIPE_MULTIMEDIA,¿Qué se puede hacer de desayuno que sea nutritivo y rápido?,manuel,3.42
f0241,f0241.wav,RECIPE_MULTIMEDIA,Tengo arroz fréjol y huevos ¿alcanza para un almuerzo completo?,manuel,3.48
f0242,f0242.wav,RECIPE_MULTIMEDIA,¿Me lees la rutina de ejercicios que me dejó el fisioterapeuta?,manuel,3.42
f0243,f0243.wav,RECIPE_MULTIMEDIA,Guíame pasito a pasito en los estiramientos de la mañana,manuel,2.94
f0244,f0244.wav,RECIPE_MULTIMEDIA,¿Puedes poner el video de ejercicios de equilibrio que me recomendó el doctor?,manuel,3.66
f0245,f0245.wav,RECIPE_MULTIMEDIA,Léeme los ejercicios del folleto que me dieron en el hospital,manuel,3.0
f0246,f0246.wav,RECIPE_MULTIMEDIA,¿Me guías en la rutina de la silla que el médico me recetó?,manuel,3.42
f0247,f0247.wav,RECIPE_MULTIMEDIA,Sigue guiándome con los ejercicios que nos quedamos a mitad,manuel,3.36
f0248,f0248.wav,RECIPE_MULTIMEDIA,¿Me repites el tercer ejercicio de la rutina? no lo hice bien,manuel,3.3
f0249,f0249.wav,RECIPE_MULTIMEDIA,¿Cuánto dura la rutina de fisioterapia de hoy?,manuel,2.88
f0250,f0250.wav,RECIPE_MULTIMEDIA,Muéstrame los ejercicios para las manos que no recuerdo bien,manuel,2.76
f0251,f0251.wav,RECIPE_MULTIMEDIA,Pon la guía de caminata que tengo guardada para los martes,manuel,3.66
f0252,f0252.wav,RECIPE_MULTIMEDIA,¿Me puedes decir cómo se hace el seco de pollo no más?,manuel,2.94
f0253,f0253.wav,RECIPE_MULTIMEDIA,Explícame pasito a paso cómo cocinar las lentejas que siempre se me queman,manuel,3.78
f0254,f0254.wav,RECIPE_MULTIMEDIA,¿Cómo se prepara el arroz con leche como hacía mi mamacita?,manuel,3.0
f0255,f0255.wav,EMERGENCY,Me caí en la cocina y me golpié la cabeza ayúdame,manuel,3.36
f0256,f0256.wav,EMERGENCY,Tropecé con la alfombra y no me puedo levantar,manuel,2.52
f0257,f0257.wav,EMERGENCY,Me resbalé en el baño y creo que me lastimé el brazo,manuel,2.94
f0258,f0258.wav,EMERGENCY,Me caí de la cama y no puedo moverme del dolor,manuel,2.88
f0259,f0259.wav,EMERGENCY,Oye me di un golpe fuerte en la rodilla y no puedo caminar,manuel,3.78
f0260,f0260.wav,EMERGENCY,Me caí en las escaleras y me duele mucho el tobillo,manuel,3.24
f0261,f0261.wav,EMERGENCY,Tropecé y me caí de frente me sangra la mano,manuel,3.18
f0262,f0262.wav,EMERGENCY,Me golpié la cabeza contra la puerta y me siento mareada,manuel,2.82
f0263,f0263.wav,EMERGENCY,Caí al suelo de repente y no sé cómo levantarme,manuel,3.48
f0264,f0264.wav,EMERGENCY,Me resbalé al salir de la ducha y creo que me torcí el pie,manuel,3.18
f0265,f0265.wav,EMERGENCY,Me duele el pecho muy fuerte y se me va la respiración,manuel,3.72
f0266,f0266.wav,EMERGENCY,Tengo un mareo terrible y siento que me voy a caer,manuel,3.18
f0267,f0267.wav,EMERGENCY,No puedo respirar bien desde hace un rato y me asusta mucho,manuel,3.66
f0268,f0268.wav,EMERGENCY,Siento el brazo izquierdo dormido y el pecho muy apretado,manuel,3.18
f0269,f0269.wav,EMERGENCY,Me está dando un dolor de cabeza horrible que nunca había sentido,manuel,3.54
f0270,f0270.wav,EMERGENCY,Veo todo borroso de repente y tengo náuseas muy fuertes,manuel,3.66
f0271,f0271.wav,EMERGENCY,Siento la lengua pesada y no puedo hablar bien,manuel,2.58
f0272,f0272.wav,EMERGENCY,Me está dando taquicardia y no puedo controlarla,manuel,3.6
f0273,f0273.wav,EMERGENCY,Tengo un zumbido en los oídos y siento que me desmayo,manuel,3.3
f0274,f0274.wav,EMERGENCY,Me siento muy mal el corazón late rápido y me falta el aire,manuel,3.6
f0275,f0275.wav,EMERGENCY,Ayúdame por favor necesito ayuda ya,manuel,2.7
f0276,f0276.wav,EMERGENCY,Auxilio no me siento bien llama a alguien rápido,manuel,2.94
f0277,f0277.wav,EMERGENCY,Llama a alguien rápido que me estoy sintiendo muy mal,manuel,2.94
f0278,f0278.wav,EMERGENCY,Necesito ayuda urgente por favor no me dejes sola,manuel,3.18
f0279,f0279.wav,EMERGENCY,Ayuda ayuda no puedo solo,manuel,2.16
f0280,f0280.wav,EMERGENCY,Socorro que me pasó algo grave,manuel,3.06
f0281,f0281.wav,EMERGENCY,Por favor que alguien venga ahorita mismo,manuel,2.34
f0282,f0282.wav,EMERGENCY,Necesito que vengan ya me está pasando algo,manuel,3.24
f0283,f0283.wav,EMERGENCY,Ayúdame rápido que no aguanto más,manuel,2.04
f0284,f0284.wav,EMERGENCY,Que venga alguien por favor me siento muy mal,manuel,2.58
f0285,f0285.wav,EMERGENCY,No sé dónde estoy me siento muy confundida,manuel,2.76
f0286,f0286.wav,EMERGENCY,No reconozco el cuarto en que estoy ¿dónde estoy?,manuel,3.0
f0287,f0287.wav,EMERGENCY,Me desperté y no recuerdo nada de lo que pasó,manuel,3.0
f0288,f0288.wav,EMERGENCY,Estoy muy confundida no sé qué día es ni dónde me encuentro,manuel,7.26
f0289,f0289.wav,EMERGENCY,No puedo pensar bien siento que mi cabeza no funciona,manuel,3.54
f0290,f0290.wav,EMERGENCY,Verá que de pronto no supe quién era ni dónde estaba,manuel,3.84
f0291,f0291.wav,EMERGENCY,Empecé a hablar pero las palabras no me salían bien,manuel,2.94
f0292,f0292.wav,EMERGENCY,No entiendo lo que está pasando me siento muy perdida,manuel,2.94
f0293,f0293.wav,EMERGENCY,De repente no reconocí a mi hija que estaba aquí conmigo,manuel,3.54
f0294,f0294.wav,EMERGENCY,Siento que algo está muy mal en mi cabeza no pienso bien,manuel,2.76
f0295,f0295.wav,EMERGENCY,Tengo mucho miedo algo me está pasando no sé qué es,manuel,3.0
f0296,f0296.wav,EMERGENCY,Me entró un pánico horrible y no sé por qué,manuel,2.88
f0297,f0297.wav,EMERGENCY,Estoy aterrada algo va muy mal ayúdame,manuel,3.18
f0298,f0298.wav,EMERGENCY,Siento que me voy a morir de verdad llama a alguien,manuel,2.4
f0299,f0299.wav,EMERGENCY,Me está dando un ataque de pánico no puedo respirar,manuel,2.7
f0300,f0300.wav,EMERGENCY,Estoy temblando y no puedo parar tengo mucho miedo,manuel,3.66
f0301,f0301.wav,EMERGENCY,Algo horrible está pasando en mi cuerpo ayúdame por favor,manuel,3.0
f0302,f0302.wav,EMERGENCY,Tengo un miedo terrible siento que me voy a desmayar,manuel,2.94
f0303,f0303.wav,EMERGENCY,Estoy muy asustada nunca me había sentido así,manuel,2.7
f0304,f0304.wav,EMERGENCY,Me da miedo quedarme sola así llama a mi hija pronto,manuel,3.18
f0305,f0305.wav,EMERGENCY,Hay alguien en la casa y yo no llamé a nadie,manuel,2.64
f0306,f0306.wav,EMERGENCY,Escucho ruidos raros afuera como que alguien está intentando entrar,manuel,4.2
f0307,f0307.wav,EMERGENCY,Hay un extraño en el jardín que no conozco,manuel,2.52
f0308,f0308.wav,EMERGENCY,Creo que entraron a robar llama a la policía,manuel,2.46
f0309,f0309.wav,EMERGENCY,Oigo pasos en el cuarto de al lado y estoy sola,manuel,3.0
f0310,f0310.wav,EMERGENCY,Alguien está tocando la puerta muy fuerte y me da miedo abrir,manuel,3.06
f0311,f0311.wav,EMERGENCY,Vi a alguien mirando por la ventana que me asustó mucho,manuel,3.18
f0312,f0312.wav,EMERGENCY,Hay un olor a gas muy fuerte en la cocina,manuel,2.46
f0313,f0313.wav,EMERGENCY,Hay humo saliendo del cuarto del fondo,manuel,2.28
f0314,f0314.wav,EMERGENCY,El timbre no para de sonar y hay alguien que no conozco afuera,manuel,3.54
f0315,f0315.wav,EMERGENCY,Estoy en el suelo y no puedo levantarme necesito ayuda,manuel,3.24
f0316,f0316.wav,EMERGENCY,Me quedé trabado en la bañera y no puedo salir,manuel,3.06
f0317,f0317.wav,EMERGENCY,Caí y no puedo moverme del dolor en la cadera,manuel,2.46
f0318,f0318.wav,EMERGENCY,Estoy atrapada entre la cama y la pared y no puedo moverme,manuel,3.36
f0319,f0319.wav,EMERGENCY,No tengo fuerzas para ponerme de pie llama a alguien,manuel,2.52
f0320,f0320.wav,EMERGENCY,Me quedé sentado en el piso y no puedo levantarme solo,manuel,3.18
f0321,f0321.wav,EMERGENCY,Estoy tirado en el baño desde hace rato y nadie viene,manuel,2.94
f0322,f0322.wav,EMERGENCY,No me puedo mover del brazo creo que me lo rompí,manuel,3.12
f0323,f0323.wav,EMERGENCY,Caí y me quedé paralizado del susto y del dolor,manuel,2.94
f0324,f0324.wav,EMERGENCY,Estoy aquí en el suelo y no tengo fuerzas para nada,manuel,2.58
f0325,f0325.wav,EMERGENCY,Llama a la ambulancia ya que me siento muy mal,manuel,2.28
f0326,f0326.wav,EMERGENCY,Marca el 911 ahorita mismo por favor,manuel,2.4
f0327,f0327.wav,EMERGENCY,Llama a mi hija urgente que necesito ayuda ya,manuel,2.46
f0328,f0328.wav,EMERGENCY,Necesito que llames a los paramédicos ya,manuel,2.22
f0329,f0329.wav,EMERGENCY,Llama al médico de emergencias por favor es urgente,manuel,3.12
f0330,f0330.wav,EMERGENCY,Marca a mi hijo ahora mismo que me estoy sintiendo muy mal,manuel,2.82
f0331,f0331.wav,EMERGENCY,Llama a alguien que me lleve al hospital ya,manuel,2.34
f0332,f0332.wav,EMERGENCY,Necesito una ambulancia ahorita que no puedo esperar,manuel,3.18
f0333,f0333.wav,EMERGENCY,Llama al número de emergencias por favor que es grave,manuel,2.28
f0334,f0334.wav,EMERGENCY,Avisa a mi familia ya que algo muy malo me está pasando,manuel,2.76
f0335,f0335.wav,SMALL_TALK,Buenas ¿me escuchas bien hoy?,manuel,2.1
f0336,f0336.wav,SMALL_TALK,Buenas tardes mijito ¿todo bien por allá?,manuel,2.82
f0337,f0337.wav,SMALL_TALK,Hola ¿estás ahí?,manuel,1.8
f0338,f0338.wav,SMALL_TALK,Buenas noches ya me voy a dormir,manuel,2.1
f0339,f0339.wav,SMALL_TALK,Hasta luego ya me voy a descansar un ratito,manuel,2.82
f0340,f0340.wav,SMALL_TALK,Chao chao que ya es tarde,manuel,1.44
f0341,f0341.wav,SMALL_TALK,Buen provecho me voy a almorzar,manuel,1.98
f0342,f0342.wav,SMALL_TALK,Hasta mañana que ya me venció el sueño,manuel,2.88
f0343,f0343.wav,SMALL_TALK,Hola hola ¿sigues ahí?,manuel,2.4
f0344,f0344.wav,SMALL_TALK,Buenas me alegra encontrarte hoy,manuel,2.1
f0345,f0345.wav,SMALL_TALK,Qué frío tan bravo está haciendo ahorita ¿no te parece?,manuel,3.06
f0346,f0346.wav,SMALL_TALK,Qué calor tan bravo hace hoy en la tarde,manuel,3.24
f0347,f0347.wav,SMALL_TALK,Está lloviendo muy fuerte y no puedo salir,manuel,3.3
f0348,f0348.wav,SMALL_TALK,Hoy amaneció nublado y me da flojera,manuel,2.58
f0349,f0349.wav,SMALL_TALK,Verá que el sol está duro hoy ni ganas de salir,manuel,3.24
f0350,f0350.wav,SMALL_TALK,Qué frío tan horrible ha hecho toda esta semana,manuel,3.06
f0351,f0351.wav,SMALL_TALK,Está lloviendo a cántaros y me duelen los huesos,manuel,3.0
f0352,f0352.wav,SMALL_TALK,Hoy el clima está raro ni frío ni calor,manuel,3.36
f0353,f0353.wav,SMALL_TALK,Qué día tan gris tan feo que me pone triste,manuel,2.82
f0354,f0354.wav,SMALL_TALK,Oye hace tanto viento que la ventana no para de sonar,manuel,3.18
f0355,f0355.wav,SMALL_TALK,¿Cómo te llamas tú?,manuel,1.62
f0356,f0356.wav,SMALL_TALK,¿Qué eres tú exactamente?,manuel,2.52
f0357,f0357.wav,SMALL_TALK,¿Eres una persona real o una máquina?,manuel,2.64
f0358,f0358.wav,SMALL_TALK,¿Tú también tienes familia?,manuel,1.86
f0359,f0359.wav,SMALL_TALK,¿Cuántos años tienes tú?,manuel,1.86
f0360,f0360.wav,SMALL_TALK,¿De dónde eres tú?,manuel,1.62
f0361,f0361.wav,SMALL_TALK,¿Tú sientes algo o solo obedeces?,manuel,3.24
f0362,f0362.wav,SMALL_TALK,¿Puedes hacer cualquier cosa o tienes límites?,manuel,3.9
f0363,f0363.wav,SMALL_TALK,¿Tú duermes o estás despierto siempre?,manuel,2.34
f0364,f0364.wav,SMALL_TALK,¿Cómo sabes tanto si eres una máquina?,manuel,2.64
f0365,f0365.wav,SMALL_TALK,Qué aburrido está el día hoy,manuel,2.16
f0366,f0366.wav,SMALL_TALK,No tengo nada qué hacer y me aburro mucho,manuel,2.4
f0367,f0367.wav,SMALL_TALK,Qué lento pasa el tiempo cuando uno está solo,manuel,2.76
f0368,f0368.wav,SMALL_TALK,Este día se me ha hecho eterno,manuel,2.58
f0369,f0369.wav,SMALL_TALK,Nada que hacer y nada que ver qué aburrimiento,manuel,2.94
f0370,f0370.wav,SMALL_TALK,Qué días tan largos los de ahora,manuel,2.52
f0371,f0371.wav,SMALL_TALK,Me siento muy solo hoy y no sé por qué,manuel,2.76
f0372,f0372.wav,SMALL_TALK,Nada me anima hoy todo está feo,manuel,3.36
f0373,f0373.wav,SMALL_TALK,Qué pesado se siente el día cuando no llueve ni hace sol,manuel,3.96
f0374,f0374.wav,SMALL_TALK,Estoy aburrido sin nada qué hacer,manuel,1.86
f0375,f0375.wav,SMALL_TALK,Antes la vida era más tranquila no tan complicada,manuel,2.94
f0376,f0376.wav,SMALL_TALK,En mis tiempos las cosas eran distintas y más bonitas,manuel,2.94
f0377,f0377.wav,SMALL_TALK,Qué tiempos aquellos cuando los hijos vivían cerca,manuel,2.7
f0378,f0378.wav,SMALL_TALK,Antes se visitaba más a los vecinos ahora nadie sale,manuel,3.96
f0379,f0379.wav,SMALL_TALK,Cuando era joven todo era diferente más sencillo,manuel,2.7
f0380,f0380.wav,SMALL_TALK,Extraño cuando mi esposo estaba aquí conmigo,manuel,2.46
f0381,f0381.wav,SMALL_TALK,Antes la comida tenía otro sabor no sé por qué,manuel,2.88
f0382,f0382.wav,SMALL_TALK,Los jóvenes de ahora no son como los de mi época,manuel,3.0
f0383,f0383.wav,SMALL_TALK,Me acuerdo cuando mi barrio era pura tierra y éramos muy felices,manuel,4.02
f0384,f0384.wav,SMALL_TALK,Antes los domingos eran sagrados toda la familia unida,manuel,3.54
f0385,f0385.wav,SMALL_TALK,¿Qué día es hoy?,manuel,1.26
f0386,f0386.wav,SMALL_TALK,¿Qué hora es ahorita?,manuel,1.68
f0387,f0387.wav,SMALL_TALK,¿Cuántos días faltan para el feriado?,manuel,2.58
f0388,f0388.wav,SMALL_TALK,¿Cómo se llama el presidente ahorita?,manuel,2.7
f0389,f0389.wav,SMALL_TALK,¿Cuánto está el dólar hoy?,manuel,2.58
f0390,f0390.wav,SMALL_TALK,¿Qué año estamos?,manuel,1.74
f0391,f0391.wav,SMALL_TALK,¿Cuántos días tiene este mes?,manuel,1.68
f0392,f0392.wav,SMALL_TALK,¿Mañana es feriado o no?,manuel,1.62
f0393,f0393.wav,SMALL_TALK,¿A qué hora amanece en invierno?,manuel,2.1
f0394,f0394.wav,SMALL_TALK,¿Cuánto falta para navidad?,manuel,1.74
f0395,f0395.wav,SMALL_TALK,Muchas gracias mijito por tu ayuda,manuel,2.04
f0396,f0396.wav,SMALL_TALK,Qué bueno tenerte aquí para conversar un rato,manuel,2.4
f0397,f0397.wav,SMALL_TALK,Gracias por escucharme siempre,manuel,1.86
f0398,f0398.wav,SMALL_TALK,Qué amable eres de verdad,manuel,1.74
f0399,f0399.wav,SMALL_TALK,Muchas gracias no sé qué haría sin ti,manuel,2.04
f0400,f0400.wav,SMALL_TALK,Muy amable de tu parte gracias,manuel,2.04
f0401,f0401.wav,SMALL_TALK,Oye gracias por todo lo que haces por mí,manuel,2.22
f0402,f0402.wav,SMALL_TALK,De verdad te lo agradezco con todo el corazón,manuel,2.46
f0403,f0403.wav,SMALL_TALK,Qué cosa tan buena que existas para ayudarme,manuel,2.88
f0404,f0404.wav,SMALL_TALK,Gracias gracias eres muy bueno conmigo,manuel,2.28
f0405,f0405.wav,SMALL_TALK,Estaba viendo las noticias y todo está muy feo,manuel,3.18
f0406,f0406.wav,SMALL_TALK,La novela de las ocho está muy buena últimamente,manuel,2.52
f0407,f0407.wav,SMALL_TALK,Mi vecina Rosa vino a visitarme ayer qué alegría,manuel,2.58
f0408,f0408.wav,SMALL_TALK,El vecino de arriba pone música muy fuerte que no me deja dormir,manuel,2.82
f0409,f0409.wav,SMALL_TALK,Ayer pasaron una película muy bonita en la tele,manuel,2.82
f0410,f0410.wav,SMALL_TALK,Los vecinos nuevos no saludan nada antipáticos,manuel,3.18
f0411,f0411.wav,SMALL_TALK,El perro del vecino ladró toda la noche y no dormí,manuel,2.4
f0412,f0412.wav,SMALL_TALK,Vi un programa sobre historia que me gustó mucho,manuel,2.28
f0413,f0413.wav,SMALL_TALK,Mi vecina está enferma y nadie la visita qué tristeza,manuel,3.06
f0414,f0414.wav,SMALL_TALK,Pusieron a construir algo cerca y el ruido es horrible,manuel,2.46
